Diplôme (code),"Année 
de  
l'inscription",Version diplôme (code),Diplôme SISE (code),Diplôme SISE (type),Diplôme SISE intitulé 1 (lib.),Diplôme SISE intitulé 2 (lib.),"Diplôme 
intermédiaire
SISE (code)",Diplôme intermédiaire SISE (lib.)
DLAES08,2009,81,2101001,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE",,1001493,"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE"
DLAES08,2010,81,2101001,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE",,1001493,"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE"
DLAES08,2011,81,2101001,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE",,1001493,"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE"
DLAP12,2012,120,2100359,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ADMINISTRATION PUBLIQUE",,,
DLD14,2014,140,2300002,LICENCE (LMD),DROIT,,,
DLDSP,2007,4,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP,2007,41,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,1000889,DROIT et SCIENCE POLITIQUE
DLDSP08,2008,80,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP08,2009,80,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP08,2010,80,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP08,2011,80,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP08,2008,81,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,1002613,"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE"
DLDSP08,2009,81,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,1002613,"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE"
DLDSP08,2010,81,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,1002613,"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE"
DLDSP08,2011,81,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,1002613,"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE"
DLDSP08,2008,82,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP08,2009,82,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP08,2010,82,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP08,2011,82,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP08,2009,83,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP08,2010,83,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP08,2011,83,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP12,2012,120,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP12,2013,120,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP12,2014,120,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,,
DLDSP12,2012,121,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,1002613,"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE"
DLDSP12,2013,121,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,1002613,"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE"
DLDSP12,2014,121,2100343,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE",,1002613,"DROIT, ECONOMIE, GESTION : DROIT ET SCIENCE POLITIQUE"
DLDSPAP,2007,4,2100338,LICENCE (LMD),DROIT ET SCIENCE POLITIQUE : ADMINISTRATION PUBLIQUE,2100339,,
DLEG08,2008,80,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
DLEG08,2009,80,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
DLEG08,2010,80,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
DLEG08,2011,80,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
DLEG08,2008,81,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1000904,ECONOMIE ET GESTION  : ECONOMIE ET GESTION
DLEG08,2009,81,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1000904,ECONOMIE ET GESTION  : ECONOMIE ET GESTION
DLEG08,2010,81,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1000904,ECONOMIE ET GESTION  : ECONOMIE ET GESTION
DLEG08,2011,81,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1000904,ECONOMIE ET GESTION  : ECONOMIE ET GESTION
DLEG08,2008,82,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
DLEG08,2009,82,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
DLEG08,2010,82,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
DLEG08,2011,82,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
DLEG08,2008,83,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
DLEG08,2009,83,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
DLEG08,2010,83,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
DLEG08,2011,83,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
DLEGAES,2007,4,2100380,LICENCE (LMD),ECONOMIE GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE,,,
DLEGAES,2007,41,2100380,LICENCE (LMD),ECONOMIE GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE,,1000918,ECONOMIE ET GESTION : A.E.S.
DLEGEG,2007,4,2100382,LICENCE (LMD),ECONOMIE GESTION : ECONOMIE GESTION,,,
DLEGEG,2007,41,2100382,LICENCE (LMD),ECONOMIE GESTION : ECONOMIE GESTION,,1000912,ECONOMIE ET GESTION  : ECONOMIE ET GESTION
DLPCD,2007,1,2002616,LICENCE PROF,COMMERCE,DISTRIBUTION - MANAGEMENT ET GESTION DE RAYONS (DISTECH),,
DLPCD08,2008,80,2002616,LICENCE PROF,COMMERCE,DISTRIBUTION - MANAGEMENT ET GESTION DE RAYONS (DISTECH),,
DLPCD08,2009,80,2002616,LICENCE PROF,COMMERCE,DISTRIBUTION - MANAGEMENT ET GESTION DE RAYONS (DISTECH),,
DLPCD08,2010,80,2002616,LICENCE PROF,COMMERCE,DISTRIBUTION - MANAGEMENT ET GESTION DE RAYONS (DISTECH),,
DLPCD08,2011,80,2002616,LICENCE PROF,COMMERCE,DISTRIBUTION - MANAGEMENT ET GESTION DE RAYONS (DISTECH),,
DM1ADEA,2007,4,2200120,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",,2003964,ADMINISTRATION DES AFFAIRES : DROIT ECONOMIQUE ET DES AFFAIRES
DM1AEII,2007,4,2200121,MASTER (LMD),ADMINISTRATION DES AFFAIRES : ECONOMIE DE L'INNOVATION ET DU DEVELOPPEMENT INDUSTRIEL,,2003965,ADMINISTRATION DES AFFAIRES : ECONOMIE DE L'INNOVATION ET DU DEVELOPPEMENT INDUSTRIEL
DM1AFF,2007,4,2200122,MASTER (LMD),"ADMINISTRATION DES AFFAIRES : FINANCE, FISCALITE",,2003966,"ADMINISTRATION DES AFFAIRES : FINANCE, FISCALITE"
DM1DE08,2008,80,2200120,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",,2007022,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES"
DM1DE08,2009,80,2200120,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",,2007022,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES"
DM1DE08,2010,80,2200120,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",,2007022,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES"
DM1DE08,2011,80,2200120,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",,2007022,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES"
DM1DE12,2012,120,2200120,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",,2007022,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES"
DM1DE12,2013,120,2200120,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",,2007022,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES"
DM1DE12,2014,120,2200120,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",,2007022,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES"
DM1DI08,2008,80,2201558,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN",,2006483,"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN"
DM1DI08,2009,80,2201558,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN",,2006483,"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN"
DM1DI08,2010,80,2201558,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN",,2006483,"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN"
DM1DI08,2011,80,2201558,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN",,2006483,"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN"
DM1DI12,2012,120,2201558,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN",,2007897,"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET  EUROPEEN"
DM1DI12,2013,120,2201558,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN",,2007897,"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET  EUROPEEN"
DM1DI12,2014,120,2201558,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN",,2007897,"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET  EUROPEEN"
DM1DPR,2007,4,2200206,MASTER (LMD),DROIT ET SCIENCE POLITIQUE : DROIT PRIVE ET SCIENCES CRIMINELLES,,2004060,DROIT ET SCIENCE POLITIQUE : DROIT PRIVE ET SCIENCES CRIMINELLES
DM1DPUC,2007,4,2200207,MASTER (LMD),DROIT ET SCIENCE POLITIQUE : DROIT PUBLIC DE LA CITE,,2004061,DROIT ET SCIENCE POLITIQUE : DROIT PUBLIC DE LA CITE
DM1DRIE,2007,4,2200211,MASTER (LMD),DROIT ET SCIENCE POLITIQUE : REGULATIONS INTERNATIONALES ET EUROPEENNES,,2004062,DROIT ET SCIENCE POLITIQUE : REGULATIONS INTERNATIONALES ET EUROPEENNES
DM1DT08,2008,80,2215128,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",DROIT DE LA PROPRIETE INTELLECTUELLE ET DES NOUVELLES TECHNOLOGIES,2007022,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES"
DM1DT08,2009,80,2215128,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",DROIT DE LA PROPRIETE INTELLECTUELLE ET DES NOUVELLES TECHNOLOGIES,2007022,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES"
DM1DT12,2012,120,2200120,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",,2007022,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES"
DM1DT12,2013,120,2200120,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",,2007022,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES"
DM1EF08,2008,80,2201963,MASTER (LMD),"DROIT, ECONOMIE, GESTION : ORGANISATION DES FIRMES ET DES MARCHES, CONNAISSANCE ET INNOVATION",,2007044,"DROIT, ECONOMIE, GESTION : ECONOMIE DE LA FIRME ET DES MARCHES"
DM1EF08,2009,80,2201963,MASTER (LMD),"DROIT, ECONOMIE, GESTION : ORGANISATION DES FIRMES ET DES MARCHES, CONNAISSANCE ET INNOVATION",,2007044,"DROIT, ECONOMIE, GESTION : ECONOMIE DE LA FIRME ET DES MARCHES"
DM1EF08,2010,80,2201963,MASTER (LMD),"DROIT, ECONOMIE, GESTION : ORGANISATION DES FIRMES ET DES MARCHES, CONNAISSANCE ET INNOVATION",,2007044,"DROIT, ECONOMIE, GESTION : ECONOMIE DE LA FIRME ET DES MARCHES"
DM1EF08,2011,80,2201963,MASTER (LMD),"DROIT, ECONOMIE, GESTION : ORGANISATION DES FIRMES ET DES MARCHES, CONNAISSANCE ET INNOVATION",,2007044,"DROIT, ECONOMIE, GESTION : ECONOMIE DE LA FIRME ET DES MARCHES"
DM1EG08,2008,80,2201941,MASTER (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE GESTION",,2007053,"DROIT, ECONOMIE, GESTION : ECONOMIE GESTION"
DM1EG08,2009,80,2201941,MASTER (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE GESTION",,2007053,"DROIT, ECONOMIE, GESTION : ECONOMIE GESTION"
DM1EG08,2010,80,2201941,MASTER (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE GESTION",,2007053,"DROIT, ECONOMIE, GESTION : ECONOMIE GESTION"
DM1EG08,2011,80,2201941,MASTER (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE GESTION",,2007053,"DROIT, ECONOMIE, GESTION : ECONOMIE GESTION"
DM1EGEG,2007,4,2200249,MASTER (LMD),ECONOMIE ET GESTION : GESTION,,2004102,ECONOMIE ET GESTION : GESTION
DM1MO08,2008,80,2200246,MASTER (LMD),ECONOMIE ET GESTION : ECONOMIE ET MANAGEMENT DES ORGANISATIONS PRIVEES ET PUBLIQUES,,,
DM1MO08,2009,80,2200246,MASTER (LMD),ECONOMIE ET GESTION : ECONOMIE ET MANAGEMENT DES ORGANISATIONS PRIVEES ET PUBLIQUES,,,
DM1MO08,2010,80,2200246,MASTER (LMD),ECONOMIE ET GESTION : ECONOMIE ET MANAGEMENT DES ORGANISATIONS PRIVEES ET PUBLIQUES,,,
DM1MOPP,2007,4,2200246,MASTER (LMD),ECONOMIE ET GESTION : ECONOMIE ET MANAGEMENT DES ORGANISATIONS PRIVEES ET PUBLIQUES,,2004101,ECONOMIE ET GESTION : ECONOMIE ET MANAGEMENT DES ORGANISATIONS PRIVEES ET PUBLIQUES
DM1PR08,2008,80,2200206,MASTER (LMD),DROIT ET SCIENCE POLITIQUE : DROIT PRIVE ET SCIENCES CRIMINELLES,,2006485,"DROIT, ECONOMIE, GESTION : DROIT PRIVE"
DM1PR08,2009,80,2200206,MASTER (LMD),DROIT ET SCIENCE POLITIQUE : DROIT PRIVE ET SCIENCES CRIMINELLES,,2006485,"DROIT, ECONOMIE, GESTION : DROIT PRIVE"
DM1PR08,2010,80,2200206,MASTER (LMD),DROIT ET SCIENCE POLITIQUE : DROIT PRIVE ET SCIENCES CRIMINELLES,,2006485,"DROIT, ECONOMIE, GESTION : DROIT PRIVE"
DM1PR08,2011,80,2200206,MASTER (LMD),DROIT ET SCIENCE POLITIQUE : DROIT PRIVE ET SCIENCES CRIMINELLES,,2006485,"DROIT, ECONOMIE, GESTION : DROIT PRIVE"
DM1PR12,2012,120,2201569,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",,2003962,DROIT : DROIT PRIVE
DM1PR12,2013,120,2201569,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",,2003962,DROIT : DROIT PRIVE
DM1PR12,2014,120,2201569,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",,2003962,DROIT : DROIT PRIVE
DM1PU08,2008,80,2201589,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",,2007036,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC - SCIENCES POLITIQUES"
DM1PU08,2009,80,2201589,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",,2007036,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC - SCIENCES POLITIQUES"
DM1PU08,2010,80,2201589,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",,2007036,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC - SCIENCES POLITIQUES"
DM1PU08,2011,80,2201589,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",,2007036,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC - SCIENCES POLITIQUES"
DM1PU08,2009,81,,,,,,
DM1PU08,2011,81,,,,,,
DM1PU12,2012,120,2201268,MASTER (LMD),"DROIT,ECONOMIE,GESTION:DROIT PUBLIC",,2005532,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC"
DM1PU12,2013,120,2201268,MASTER (LMD),"DROIT,ECONOMIE,GESTION:DROIT PUBLIC",,2005532,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC"
DM1PU12,2014,120,2201268,MASTER (LMD),"DROIT,ECONOMIE,GESTION:DROIT PUBLIC",,2005532,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC"
DM1SE08,2008,80,2215124,MASTER (LMD),"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)",STRATEGIE D'ENTREPRISE ET DEVELOPPEMENT INTERNATIONAL,2007111,"DROIT, ECONOMIE, GESTION : STRATEGIES INTERNATIONALES ET FINANCIERES"
DM1SE08,2009,80,2215124,MASTER (LMD),"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)",STRATEGIE D'ENTREPRISE ET DEVELOPPEMENT INTERNATIONAL,2007111,"DROIT, ECONOMIE, GESTION : STRATEGIES INTERNATIONALES ET FINANCIERES"
DM1SE08,2010,80,2215124,MASTER (LMD),"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)",STRATEGIE D'ENTREPRISE ET DEVELOPPEMENT INTERNATIONAL,2007111,"DROIT, ECONOMIE, GESTION : STRATEGIES INTERNATIONALES ET FINANCIERES"
DM1SE08,2011,80,2215124,MASTER (LMD),"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)",STRATEGIE D'ENTREPRISE ET DEVELOPPEMENT INTERNATIONAL,2007111,"DROIT, ECONOMIE, GESTION : STRATEGIES INTERNATIONALES ET FINANCIERES"
DM1SP12,2012,120,2201847,MASTER (LMD),"DROIT,ECONOMIE,GESTION:SCIENCE POLITIQUE",,2004331,"DROIT, ECONOMIE, GESTION : SCIENCE POLITIQUE"
DM1SP12,2013,120,2201847,MASTER (LMD),"DROIT,ECONOMIE,GESTION:SCIENCE POLITIQUE",,2004331,"DROIT, ECONOMIE, GESTION : SCIENCE POLITIQUE"
DM1SP12,2014,120,2201847,MASTER (LMD),"DROIT,ECONOMIE,GESTION:SCIENCE POLITIQUE",,2004331,"DROIT, ECONOMIE, GESTION : SCIENCE POLITIQUE"
DM2ACT,2007,4,2210679,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",METIERS DE L'ADMINISTRATION ET DES ORGANISATIONS PUBLIQUES,,
DM2CITE,2007,4,2220496,MASTER (LMD),DROIT ET SCIENCE POLITIQUE : DROIT PUBLIC DE LA CITE,LA CITE ET L'ETAT,,
DM2DC12,2014,120,2203548,MASTER (LMD),"DROIT,ECONOMIE,GESTION:DROIT PRIVE",HISTOIRE DU DROIT ET CONSERVATION DU PATRIMOINE,,
DM2DD08,2008,80,2214710,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT DES ENTREPRISES EN DIFFICULTES,,
DM2DD08,2009,80,2214710,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT DES ENTREPRISES EN DIFFICULTES,,
DM2DD08,2010,80,2214710,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT DES ENTREPRISES EN DIFFICULTES,,
DM2DD08,2011,80,2214710,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT DES ENTREPRISES EN DIFFICULTES,,
DM2DD12,2012,120,2214710,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT DES ENTREPRISES EN DIFFICULTES,,
DM2DD12,2013,120,2214710,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT DES ENTREPRISES EN DIFFICULTES,,
DM2DD12,2014,120,2214710,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT DES ENTREPRISES EN DIFFICULTES,,
DM2DE08,2008,80,2220262,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",DROIT ECONOMIQUE ET DES AFFAIRES,,
DM2DE08,2009,80,2220262,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",DROIT ECONOMIQUE ET DES AFFAIRES,,
DM2DE08,2010,80,2220262,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",DROIT ECONOMIQUE ET DES AFFAIRES,,
DM2DE08,2011,80,2220262,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",DROIT ECONOMIQUE ET DES AFFAIRES,,
DM2DE12,2012,120,2220262,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",DROIT ECONOMIQUE ET DES AFFAIRES,,
DM2DE12,2013,120,2220262,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",DROIT ECONOMIQUE ET DES AFFAIRES,,
DM2DE12,2014,120,2220262,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",DROIT ECONOMIQUE ET DES AFFAIRES,,
DM2DEA,2007,4,2220262,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",DROIT ECONOMIQUE ET DES AFFAIRES,,
DM2DN,2007,4,2210676,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT NOTARIAL,,
DM2DN08,2008,80,2210676,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT NOTARIAL,,
DM2DN08,2009,80,2210676,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT NOTARIAL,,
DM2DN08,2010,80,2210676,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT NOTARIAL,,
DM2DN08,2011,80,2210676,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT NOTARIAL,,
DM2DN12,2012,120,2210676,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT NOTARIAL,,
DM2DN12,2013,120,2210676,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT NOTARIAL,,
DM2DN12,2014,120,2210676,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT NOTARIAL,,
DM2DP08,2008,80,2220493,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT PRIVE FONDAMENTAL ET SCIENCES CRIMINELLES,,
DM2DP08,2009,80,2220493,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT PRIVE FONDAMENTAL ET SCIENCES CRIMINELLES,,
DM2DP08,2010,80,2220493,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT PRIVE FONDAMENTAL ET SCIENCES CRIMINELLES,,
DM2DP08,2011,80,2220493,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT PRIVE FONDAMENTAL ET SCIENCES CRIMINELLES,,
DM2DP12,2012,120,2220493,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT PRIVE FONDAMENTAL ET SCIENCES CRIMINELLES,,
DM2DP12,2013,120,2220493,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT PRIVE FONDAMENTAL ET SCIENCES CRIMINELLES,,
DM2DP12,2014,120,2220493,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT PRIVE FONDAMENTAL ET SCIENCES CRIMINELLES,,
DM2DPG,2007,4,2220493,MASTER (LMD),"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT PRIVE FONDAMENTAL ET SCIENCES CRIMINELLES,,
DM2DR12,2012,120,2216620,MASTER (LMD),"DROIT,ECONOMIE,GESTION:DROIT PRIVE",DROIT DES RESPONSABILITES,,
DM2DR12,2013,120,2216620,MASTER (LMD),"DROIT,ECONOMIE,GESTION:DROIT PRIVE",DROIT DES RESPONSABILITES,,
